city,lat,lng,country,population,lat_rad,lng_rad,airport_id,own_airport
Istanbul,41.01,28.9603,Turkey,15154000.0,0.7157595262428745,0.5054525873653138,"[1701, 1719, 4317, 13696]",1.0
Ōsaka,34.6936,135.5019,Japan,14977000.0,0.6055175493699048,2.3649542977081044,[2334],0.0
Karachi,24.86,67.01,Pakistan,14835000.0,0.4338888520457903,1.1695451317614003,"[2206, 2213, 11911]",1.0
Bangalore,12.9699,77.598,India,13707000.0,0.22636745865441257,1.3543405929625598,"[3131, 9053, 10750]",1.0
Tehran,35.7,51.4167,Iran,13633000.0,0.6230825429619757,0.8973907055101684,[4330],1.0
Kinshasa,-4.3317,15.3139,Congo (Kinshasa),13528000.0,-0.07560242720863837,0.2672779763211596,"[1020, 1021]",1.0
Ho Chi Minh City,10.8167,106.6333,Vietnam,13312000.0,0.18878702920047066,1.8611021772668694,[3205],1.0
Los Angeles,34.1139,-118.4068,United States,12750807.0,0.5953998756960937,-2.066588516750422,"[3484, 8220]",1.0
Rio de Janeiro,-22.9083,-43.1964,Brazil,12272000.0,-0.399825261034617,-0.7539194050084785,"[10794, 12163]",1.0
Nanyang,32.9987,112.5292,China,12010000.0,0.5759359638778528,1.964005044635203,[6359],1.0
Chennai,13.0825,80.275,India,11324000.0,0.22833269939215817,1.4010630570384481,[3144],0.0
Chengdu,30.6636,104.0667,China,11309000.0,0.5351807805145332,1.8163065566851828,[3395],1.0
Lahore,31.5497,74.3436,Pakistan,11021000.0,0.550646143016455,1.2975405977856562,"[2207, 2208]",1.0
Paris,48.8566,2.3522,France,11020000.0,0.8527085313298616,0.041053634665410614,"[1380, 1382, 1386]",1.0
London,51.5072,-0.1275,United Kingdom,10979000.0,0.8989702284832233,-0.00222529479629277,"[492, 502, 503, 507, 548, 7722]",1.0
Linyi,35.0606,118.3425,China,10820000.0,0.6119229077247239,2.0654662700413895,[6385],1.0
Tianjin,39.1467,117.2056,China,10800000.0,0.6832388062904643,2.045623621775466,[3368],1.0
Shijiazhuang,38.0422,114.5086,China,10784600.0,0.6639616447021869,1.9985520918491788,[6347],1.0
Baoding,38.8671,115.4845,China,10700000.0,0.6783588657018881,2.0155847600193915,[6347],0.0
Zhoukou,33.625,114.6418,China,9901000.0,0.5868669609830933,2.0008768704128355,[3375],0.0
Lima,-12.05,-77.0333,Peru,9848000.0,-0.21031217486531673,-1.3444847186765478,[2789],1.0
Hyderābād,17.3667,78.4667,India,9746000.0,0.30310609520609927,1.3695022681746347,[3141],0.0
Bogotá,4.6126,-74.0705,Colombia,9464000.0,0.08050505707749044,-1.29277410359846,[2709],0.0
Weifang,36.7167,119.1,China,9373000.0,0.6408273054670021,2.0786871391252464,[6388],1.0
Nagoya,35.1167,136.9333,Japan,9113000.0,0.6129020374350928,2.3899369406211513,"[3942, 5997]",1.0
Wuhan,30.5872,114.2881,China,8962000.0,0.5338473489660096,1.9947036408485312,[3376],1.0
Heze,35.2333,115.4333,China,8750000.0,0.6149370913429181,2.0146911514423707,[6944],0.0
Ganzhou,25.8292,114.9336,China,8677600.0,0.4508045831561194,2.005969741170155,[6379],1.0
Tongshan,34.261,117.1859,China,8669000.0,0.5979672550257773,2.045279791912823,[4149],0.0
Chicago,41.8373,-87.6862,United States,8604203.0,0.7301986351446236,-1.5304128985622518,"[3747, 3818, 3830, 8593]",1.0
Handan,36.6116,114.4894,China,8499000.0,0.638992964423156,1.998216988632796,[8407],1.0
Luanda,-8.8383,13.2344,Angola,8417000.0,-0.15425743527901484,0.23098385452593756,[951],1.0
Fuyang,32.8986,115.8045,China,8360000.0,0.5741888892966065,2.0211698136257734,[7503],1.0
Kuala Lumpur,3.1478,101.6953,Malaysia,8285000.0,0.054939474194277506,1.7749178188033894,"[3304, 3408]",1.0
Jining,35.4,116.5667,China,8023000.0,0.6178465552059926,2.034472713184474,[6944],1.0
Dongguan,23.0475,113.7493,China,7981000.0,0.4022547593533931,1.985299806838786,[3374],0.0
Hanoi,21.0245,105.8412,Vietnam,7785000.0,0.3669467485855478,1.8472774242618224,"[3197, 3199]",1.0
Pune,18.5196,73.8553,India,7764000.0,0.3232279961523419,1.289018155048168,[3017],1.0
Chongqing,29.55,106.5069,China,7739000.0,0.5157447939643244,1.8588960810923485,[3393],1.0
Changchun,43.9,125.2,China,7674439.0,0.7661995416255106,2.1851522234969005,[4380],1.0
Zhumadian,32.9773,114.0253,China,7640000.0,0.575562463417926,1.9901169155742904,[6359],0.0
Ningbo,29.875,121.5492,China,7639000.0,0.5214171140333059,2.121433743165092,[3387],0.0
Onitsha,6.1667,6.7833,Nigeria,7635000.0,0.10762921898273431,0.11839091915053135,[9825],0.0
Nanjing,32.05,118.7667,China,7496000.0,0.5593780252641826,2.0728699567283493,[3388],1.0
Hefei,31.8639,117.2808,China,7457027.0,0.5561299675262212,2.0469361093729654,[3389],1.0
Ahmadābād,23.03,72.58,India,7410000.0,0.4019493267342941,1.2667599710974844,[2994],0.0
Hong Kong,22.305,114.185,Hong Kong,7347000.0,0.3892956896573352,1.9929042063897253,"[3077, 4390]",1.0
Khartoum,15.6031,32.5265,Sudan,7282000.0,0.2723254685179272,0.5676945191499356,[1175],1.0
Nantong,31.9829,120.8873,China,7282835.0,0.5582069093360944,2.109881408846141,[12053],0.0
Yancheng,33.3936,120.1339,China,7260240.0,0.5828282690939784,2.096732098261616,[6393],1.0
Foshan,23.0292,113.1056,China,7194311.0,0.40193536410027814,1.9740651224436983,[7457],1.0
Nanning,22.8192,108.315,China,7153300.0,0.39827017267109005,1.890453379297658,[3373],1.0
Hengyang,26.8968,112.5857,China,7148344.0,0.4694377182504108,1.9649911556625799,[10942],1.0
Xi’an,34.2667,108.9,China,7135000.0,0.5980667387931409,1.900663555421825,[7052],0.0
Shenyang,41.8039,123.4258,China,7105000.0,0.7296156951744575,2.154186591908017,"[4144, 12057]",1.0
Tangshan,39.6292,118.1742,China,7100000.0,0.6916600199313367,2.062528880910283,[3368],0.0
Shaoyang,27.2418,111.4725,China,7071000.0,0.4754591041697913,1.945562150429379,[13229],1.0
Changsha,28.1987,112.9709,China,7044118.0,0.49216015978212496,1.971714163941262,[14091],1.0
Santiago,-33.45,-70.6667,Chile,7007000.0,-0.5838126347921033,-1.233366586519077,"[2643, 2650, 2663]",1.0
Zhengzhou,34.7492,113.6605,China,7005000.0,0.6064879524340135,1.9837499544630148,[3375],1.0
Zhanjiang,21.1967,110.4031,China,6900000.0,0.36995220555748204,1.9268975994085515,[6357],1.0
Riyadh,24.65,46.71,Saudi Arabia,6881000.0,0.4302236606166022,0.8152432936065513,"[2082, 11902]",1.0
Cangzhou,38.3037,116.8452,China,6800000.0,0.668525680696152,2.0393334551512785,[3368],0.0
Dar es Salaam,-6.8,39.2833,Tanzania,6698000.0,-0.11868238913561441,0.6856229260486884,[1177],0.0
Maoming,21.6618,110.9178,China,6706000.0,0.3780697319085077,1.9358808090685664,[6357],0.0
Huanggang,30.45,114.875,China,6667000.0,0.5314527572322734,2.004946978228486,[3376],0.0
Xinyang,32.1264,114.0672,China,6634000.0,0.5607114568127062,1.9908482085308759,[3376],0.0
Shangrao,28.4419,117.9633,China,6579714.0,0.4964048005229752,2.058847981517827,[13472],1.0
Luoyang,34.6587,112.4245,China,6549941.0,0.6049084294609588,1.962177684908365,[4148],1.0
Bijie,27.3019,105.2863,China,6537498.0,0.47650804705023986,1.8375925922425058,[9025],1.0
Yantai,37.3997,121.2664,China,6516900.0,0.6527479042581233,2.1164979520404517,[3392],1.0
Quanzhou,24.9139,118.5858,China,6480000.0,0.4348295845126153,2.069712656111492,[6386],1.0
Hangzhou,30.25,120.1675,China,6446000.0,0.5279620987282847,2.0973185288902862,[3386],1.0
Miami,25.7839,-80.2102,United States,6445545.0,0.45001394900496594,-1.3999320836831557,"[3576, 3721, 3791]",1.0
Kunming,25.0433,102.7061,China,6250000.0,0.4370880405646959,1.7925596068825482,[3382],1.0
Nanchong,30.7991,106.0784,China,6183000.0,0.5375457016509856,1.8514173452475529,[6401],1.0
Zunyi,27.705,106.9336,China,6127009.0,0.48354346926502895,1.8663434010106084,"[9846, 13476]",1.0
Lu’an,31.7542,116.5078,China,6090000.0,0.5542153413367834,2.0334447142550496,[3389],0.0
Yichun,27.8041,114.383,China,6048700.0,0.48527309055375534,1.996359958308674,[9107],1.0
Taizhou,28.6583,121.4221,China,5968838.0,0.5001816930242909,2.119215429685807,[6384],0.0
Liaocheng,36.45,115.9833,China,5955300.0,0.6361725123519332,2.0242904623283393,[4108],0.0
Qujing,25.5102,103.8029,China,5855055.0,0.4452369828422575,1.8117023781184218,[3382],0.0
Xiangyang,32.0654,112.1531,China,5844000.0,0.5596468059689896,1.9574408613184524,[6360],0.0
Sūrat,21.17,72.83,India,5807000.0,0.3694862026471996,1.2711232942274702,[3022],0.0
Baghdad,33.35,44.4167,Iraq,5796000.0,0.5820673055401089,0.7752176578705654,[4130],1.0
Qingdao,36.1167,120.4,China,5775000.0,0.6303553299550361,2.101376419401173,[3390],1.0
Singapore,1.3,103.8,Singapore,5745000.0,0.022689280275926284,1.811651763570114,"[3315, 3316, 12004]",1.0
Dallas,32.7936,-96.7662,United States,5743938.0,0.5723562935820125,-1.6888887946433369,"[3502, 6948, 8188]",1.0
Changde,29.0397,111.6839,China,5717200.0,0.5068383787913974,1.949251776468095,[6352],1.0
Dazhou,31.2152,107.4947,China,5693000.0,0.544808016668534,1.8761364434435486,[6397],1.0
Suzhou,33.6333,116.9683,China,5690000.0,0.5870118233110088,2.0414819554604833,[9857],1.0
Philadelphia,40.0077,-75.1339,United States,5649300.0,0.6982660911501354,-1.3113339348641675,"[3750, 3752, 8504]",1.0
Jieyang,23.5533,116.3649,China,5634000.0,0.4110826347099804,2.0309506387539495,[4302],0.0
Nairobi,-1.2864,36.8172,Kenya,5545000.0,-0.022451915497655055,0.6425813613652563,"[1147, 1148, 4059]",1.0
Nangandao,35.2992,113.8851,China,5516000.0,0.6160872633199823,1.987669963962994,[3375],0.0
Ankara,39.93,32.85,Turkey,5503985.0,0.6969099703213358,0.5733406592801373,"[1681, 1682, 1683, 1684]",1.0
Tai’an,36.2001,117.0809,China,5499000.0,0.6318109345511993,2.043447196198229,[4108],0.0
Yulin,22.6293,110.1507,China,5487368.0,0.3949557924215528,1.922492388376518,[6368],1.0
Dezhou,37.4513,116.3105,China,5470000.0,0.6536484941521524,2.030001179640865,[4108],0.0
Houston,29.7863,-95.3889,United States,5464251.0,0.519869006986787,-1.6648503748556192,"[3550, 3566, 3572, 4065, 4226, 9225]",1.0
Atlanta,33.7627,-84.4224,United States,5449398.0,0.5892702793630895,-1.4734488424356609,"[3682, 7497, 7654, 7712, 8306]",1.0
Rangoon,16.8,96.15,Burma,5430000.0,0.2932153143350474,1.678134075792548,[3239],0.0
Toronto,43.7417,-79.3733,Canada,5429524.0,0.7634366854196036,-1.3853254231732153,"[82, 144, 193, 194]",1.0
Suihua,46.6384,126.9808,China,5420000.0,0.8139936378621233,2.2162330468164155,[3400],0.0
Washington,38.9047,-77.0163,United States,5379184.0,0.6790151095006379,-1.344188012703709,"[3520, 3714, 9772]",1.0
Qiqihar,47.3398,123.9512,China,5367003.0,0.8262353772356116,2.1633565517979956,[6413],1.0
Jinhua,29.1046,119.6494,China,5361572.0,0.5079710974759417,2.0882759780357034,[6394],0.0
Saint Petersburg,59.95,30.3167,Russia,5351935.0,1.0463248865706005,0.5291262333393649,[2948],0.0
Shantou,23.3735,116.6941,China,5319028.0,0.4079445327148946,2.036696262651515,[4302],1.0
Sydney,-33.865,151.2094,Australia,5312163.0,-0.5910557511878798,2.6391018899651137,"[3354, 3361]",1.0
Weinan,34.4996,109.4684,China,5300000.0,0.6021316106210357,1.9105840068901607,[7052],0.0
Suqian,33.9331,118.2831,China,5290000.0,0.5922443204084878,2.064429544465705,[4149],0.0
Guadalajara,20.6767,-103.3475,Mexico,5253000.0,0.36087649344711153,-1.8037541487048396,[1804],1.0
Suzhou,31.304,120.6164,China,5250000.0,0.546357869044305,2.1051533119024883,[9857],1.0
Fuzhou,26.0769,119.2917,China,5245000.0,0.4551277637133093,2.08203293530132,[3385],1.0
Zhaotong,27.3328,103.7144,China,5213521.0,0.47704735378910607,1.810157761730407,[6378],1.0
Pudong,31.2231,121.5397,China,5187200.0,0.5449458976794415,2.1212679368861522,[3391],0.0
Yongzhou,26.4515,111.5953,China,5180235.0,0.46166576709128004,1.947705414750828,[8845],1.0
Belo Horizonte,-19.8917,-43.9478,Brazil,5159000.0,-0.34717565881895607,-0.767033809007964,"[2528, 2537]",1.0
Zhangzhou,24.5093,117.6612,China,5140000.0,0.42776798235904623,2.053575341847552,[3383],0.0
Bozhou,33.8626,115.7742,China,5100000.0,0.5910138632858318,2.020640978862419,[7503],0.0
Melbourne,-37.8136,144.9631,Australia,5078193.0,-0.6599718220321278,2.530083388897792,"[3334, 3338, 3339]",1.0
Nanchang,28.6842,115.8872,China,5042565.0,0.5006337333005575,2.022613200917173,[3384],1.0
Xianyang,34.35,108.7167,China,5040000.0,0.5995205980600522,1.8974643669029194,[3379],0.0
Taizhou,32.4831,119.9,China,5031000.0,0.5669370462545701,2.092649773141201,[8876],0.0
Surabaya,-7.2458,112.7378,Indonesia,4975000.0,-0.12646306694100512,1.9676458014548632,[3928],1.0
Abidjan,5.3364,-4.0267,Côte D’Ivoire,4980000.0,0.0931377502034254,-0.07027917299005566,7593,0.0
Ji’an,27.1172,114.9793,China,4956600.0,0.47328442392180636,2.006767356638316,[6964],0.0
Mianyang,31.4669,104.7385,China,4945000.0,0.5492010103958037,1.828031678600081,[6400],1.0
Shaoxing,30.0,120.5833,China,4912239.0,0.5235987755982988,2.1045756079200784,[3386],0.0
Alexandria,31.2,29.9167,Egypt,4870000.0,0.5445427266222308,0.5221449163313876,"[1126, 3410]",1.0
Yuncheng,35.0304,110.998,China,4860000.0,0.6113958182906216,1.937280563128666,[6430],1.0
Pingdingshan,33.735,113.2999,China,4838000.0,0.5887868231602871,1.9774562971803233,[3375],0.0
Huai’an,33.5,119.1331,China,4799889.0,0.5846852994181004,2.079264843107657,[7898],0.0
Xinpu,34.5906,119.1801,China,4790000.0,0.6037198602403506,2.080085147856094,[6383],0.0
Guilin,25.2667,110.2833,China,4747963.0,0.4409871061136513,1.9248066949646623,[3372],1.0
Huaihua,27.5494,109.9592,China,4741948.0,0.4808277369489258,1.9191500828589487,[7519],0.0
Jiujiang,29.7048,116.0021,China,4728778.0,0.5184465636464116,2.024618584227714,[6381],1.0
Anqing,30.5,117.0333,China,4723000.0,0.5323254218582705,2.0426164194742795,[6427],1.0
Boston,42.3188,-71.0846,United States,4688346.0,0.7386023954929763,-1.2406603174631612,[3448],1.0
Huanglongsi,34.7936,114.3403,China,4676159.0,0.607262878621899,1.9956147027180724,[3375],0.0
Xiaoganzhan,30.9273,113.911,China,4665000.0,0.5397832137520423,1.9881220042392607,[3376],0.0
Changzhou,31.8122,119.9692,China,4592431.0,0.5552276323029401,2.0938575409835813,[4109],1.0
Barcelona,41.3825,2.1769,Spain,4588000.0,0.7222608777065535,0.03799407248666456,[1218],1.0
Chenzhou,25.7989,113.0267,China,4581778.0,0.4502757483927651,1.972688057663875,[10942],0.0
Wuxi,31.5667,120.2833,China,4580000.0,0.550942848989294,2.0993396201640953,[6390],1.0
Zibo,36.7831,118.0497,China,4530597.0,0.6419862040903261,2.06035594599155,[4108],0.0
Jiaxing,30.7522,120.75,China,4501657.0,0.5367271422318002,2.107485071783153,[3386],0.0
Dalian,38.9131,121.61,China,4480000.0,0.6791617171578055,2.122494903350304,[3404],1.0
Harbin,45.75,126.6333,China,4458000.0,0.7984881327874057,2.2101680276657354,[3400],1.0
Yangzhou,32.3912,119.4363,China,4459000.0,0.5653330886719873,2.0845566813997034,[8876],1.0
Yibin,28.7596,104.64,China,4456000.0,0.5019497115565612,1.8263125292868665,[4110],1.0
Jiangmen,22.5833,113.0833,China,4448871.0,0.39415294096563547,1.9736759140205036,[7457],0.0
Johannesburg,-26.2044,28.0416,South Africa,4434827.0,-0.45735305850960206,0.4894182475272419,"[803, 813, 820, 5603]",1.0
Meizhou,24.2998,116.1191,China,4378800.0,0.4241115175761181,2.0266606194525476,[6354],0.0
Chifeng,42.2663,118.9223,China,4376600.0,0.7376860976356794,2.075585689044453,[6342],1.0
Casablanca,33.5992,-7.62,Morocco,4370000.0,0.5864166660360788,-0.1329940890019679,[1074],1.0
Guiyang,26.5794,106.7078,China,4365000.0,0.46389804320458083,1.8624024475596053,[3394],1.0
Langfang,39.5196,116.7006,China,4358839.0,0.689747139071151,2.0368097090528945,[10209],0.0
Zhangjiakou,40.8108,114.8811,China,4345491.0,0.7122828303729019,2.0050534433128577,[10940],1.0
İzmir,38.4127,27.1384,Turkey,4320519.0,0.6704280895808259,0.47365443372322913,[1707],0.0
Linfen,36.0812,111.5087,China,4316610.0,0.629735738070578,1.946193959618601,[11545],0.0
Wenzhou,27.9991,120.6561,China,4310000.0,0.4886764825951443,2.10584620761553,[6392],1.0
Monterrey,25.6667,-100.3,Mexico,4295000.0,0.44796842312162855,-1.7505652397503124,"[1784, 1825]",1.0
Luzhou,28.8918,105.4409,China,4291000.0,0.5042570368276977,1.840290871266089,[6399],1.0
Jiangguanchi,34.0244,113.8201,China,4289000.0,0.5938378060155587,1.9865354999491978,[3375],0.0
Neijiang,29.5872,105.0635,China,4238000.0,0.5163940564460663,1.8337039986690624,[6399],0.0
Phoenix,33.5722,-112.0891,United States,4219697.0,0.5859454271380403,-1.956323850597176,"[3462, 3506, 8874]",1.0
Yanjiang,30.1256,104.6397,China,4217000.0,0.5257909091388037,1.8263072932991105,[3395],0.0
Yiyang,28.5833,112.3333,China,4174000.0,0.4988726960852952,1.960585944630546,[6352],0.0
Zhaoqing,23.047,112.465,China,4151700.0,0.40224603270713316,1.9628845432554227,[7457],0.0
Hengshui,37.7348,115.686,China,4150000.0,0.6585965025815562,2.0191015984621603,[6347],0.0
Guigang,23.0961,109.6092,China,4118808.0,0.40310298936986233,1.9130414304769687,[6356],0.0
Xiaoxita,30.7083,111.2803,China,4115000.0,0.5359609426901747,1.942207627607046,[6361],0.0
Xiamen,24.4797,118.0819,China,4110000.0,0.4272513649004559,2.0609179420106924,[3383],1.0
Chuzhou,32.3062,118.3115,China,4110000.0,0.5638495588077921,2.064925217973271,[3388],0.0
Fuzhou,27.9814,116.3577,China,4047200.0,0.48836755931754133,2.030824975047806,[3385],1.0
Amman,31.95,35.9333,Jordan,4007526.0,0.5576326960121882,0.6271543961068785,"[2170, 2171]",1.0
Jeddah,21.5428,39.1728,Saudi Arabia,3976000.0,0.3759927900986344,0.6836943372252348,"[2071, 2072]",1.0
Sialkot City,32.5,74.5333,Pakistan,3893672.0,0.5672320068981571,1.3008514873766897,[6776],0.0
Huizhou,23.1115,114.4152,China,3875000.0,0.40337177007466946,1.996921954327816,[7458],1.0
Qingyuan,23.6842,113.0507,China,3874000.0,0.413367270700841,1.9731069366843537,[3370],0.0
Zhuzhou,27.8407,113.1469,China,3855609.0,0.4859118810599853,1.974785943424772,[14091],0.0
Wuhu,31.334,118.3622,China,3842100.0,0.5468814678199032,2.0658100999040325,[12054],1.0
Hechi,23.0965,109.6091,China,3830000.0,0.4031099706868703,1.9130396851477167,[10363],1.0
Seattle,47.6211,-122.3244,United States,3789215.0,0.8311449884214717,-2.1349635355265515,"[3577, 3726]",1.0
Loudi,27.7378,111.9974,China,3785627.0,0.48411593725968316,1.9547233836730973,[14091],0.0
Binzhou,37.3806,118.0125,China,3779200.0,0.6524145463709924,2.059706683509808,[4145],0.0
Liuzhou,24.3181,109.4069,China,3758704.0,0.42443091282923306,1.909510629400184,[6356],1.0
Yokohama,35.4333,139.6333,Japan,3748781.0,0.6184277498469068,2.437060830424998,[2350],0.0
Baojishi,34.3609,107.1751,China,3738700.0,0.5997108389485196,1.8705583711541747,[8889],0.0
Guang’an,30.4673,106.6336,China,3723000.0,0.5317546991928684,1.8611074132546255,[6401],0.0
Hanzhong,33.0794,107.026,China,3700000.0,0.5773444445842122,1.867956085239451,[6364],1.0
Kabul,34.5328,69.1658,Afghanistan,3678034.0,0.6027110599326979,1.207170939775894,"[2050, 7036]",1.0
Zaozhuang,34.8667,117.55,China,3650000.0,0.608538714305107,2.051634535719334,[6385],0.0
Berlin,52.5167,13.3833,Germany,3644826.0,0.9165893272821061,0.23358264978215712,"[337, 343, 351]",1.0
Anshan,41.1066,122.9895,China,3645884.0,0.7174455143003011,2.146571720381566,[9844],1.0
Deyang,31.1289,104.395,China,3636000.0,0.5433017975240628,1.8220364726194802,[6400],0.0
Lanzhou,36.0617,103.8318,China,3616163.0,0.6293953988664391,1.8122067782722482,"[3378, 6431]",1.0
Chengde,40.9739,117.9322,China,3610000.0,0.7151294623829046,2.0583051841204565,[13478],1.0
San Francisco,37.7562,-122.443,United States,3592294.0,0.658970003041483,-2.137033496019417,[3469],1.0
Puyang,35.7639,115.03,China,3580000.0,0.6241978083540001,2.007652238569077,[8407],0.0
Suining,30.5098,105.5737,China,3556000.0,0.532496464124966,1.8426086685127376,[6401],0.0
Jiaozuo,35.229,113.2304,China,3540101.0,0.6148620421850823,1.9762432933501874,[4148],0.0
Bengbu,32.9354,117.3531,China,3525000.0,0.5748311704613405,2.0481979824221574,[12052],1.0
Montréal,45.5089,-73.5617,Canada,3519595.0,0.7942801439608473,-1.2838938683643129,[71],0.0
Detroit,42.3834,-83.1024,United States,3506126.0,0.7397298781897647,-1.4504104963093358,"[3645, 3737, 3809]",1.0
Baicheng,23.901,106.6194,China,3466758.0,0.4171511445191647,1.8608595765008422,[13470],1.0
Busan,35.1,129.0403,"Korea, South",3440484.0,0.6126105674500097,2.252178102761239,6070,0.0
Algiers,36.7764,3.0586,Algeria,3415811.0,0.6418692670304427,0.05338264050149857,[210],0.0
Qincheng,34.5809,105.7311,China,3400000.0,0.6035505633029071,1.8453558167553765,[8889],0.0
Taiyuan,37.8733,112.5425,China,3398000.0,0.6610137835955684,1.9642371734257185,[3369],1.0
Lucknow,26.847,80.947,India,3382000.0,0.46856854428291767,1.4127916696118499,[3105],1.0
Chaoyang,41.5757,120.4486,China,3370000.0,0.7256328538214064,2.102224649417642,[6772],1.0
Hechi,24.6928,108.085,China,3369251.0,0.4309706615364558,1.886439122018071,[10363],1.0
Leshan,29.5854,103.7575,China,3364000.0,0.5163626405195304,1.8109099986380164,[3395],0.0
Yulinshi,38.2655,109.7388,China,3328000.0,0.6678589649218902,1.9153033771875532,[6368],0.0
Siping,43.1715,124.3644,China,3300000.0,0.753484818024732,2.170568252267236,[4380],0.0
Madrid,40.4189,-3.6919,Spain,3266126.0,0.705442885034336,-0.06443581065437866,"[1224, 1229, 1245, 11878]",1.0
Jinan,36.6667,116.9833,China,3250000.0,0.6399546408410048,2.0417437548482824,[4108],1.0
Shiyan,32.6351,110.7755,China,3228000.0,0.5695899467176014,1.9333972055429784,[12048],1.0
Changzhi,36.1953,113.097,China,3230000.0,0.6317271587471036,1.9739150241280268,[6343],1.0
San Diego,32.8312,-117.1225,United States,3220118.0,0.5730125373807624,-2.0441732531670587,"[3594, 3731, 7659]",1.0
Faisalabad,31.418,73.079,Pakistan,3203846.0,0.5483475443915784,1.275469164064936,[2202],1.0
Santa Cruz,-17.7892,-63.1975,Bolivia,3151676.0,-0.3104801112957753,-1.1030044540291164,"[2771, 4247]",1.0
Bazhou,31.8576,106.7559,China,3134000.0,0.5560200117833456,1.8632419509298144,[6397],0.0
Zhongshan,22.5333,113.35,China,3121275.0,0.39328027633963825,1.9783307071355725,[3374],0.0
Zhenjiang,32.2109,119.4551,China,3113384.0,0.5621862600306415,2.0848848032990785,[4109],0.0
Ürümqi,43.825,87.6,China,3112559.0,0.764890544686515,1.5289084247470326,[3399],0.0
Tongliao,43.6172,122.264,China,3094600.0,0.7612637505008707,2.133909356658347,[6348],1.0
Heyuan,23.7503,114.6923,China,3093900.0,0.4145209333364092,2.0017582616850924,[7458],0.0
Tongren,27.7233,109.1885,China,3093204.0,0.4838628645181439,1.9056988303138287,[6963],1.0
Qinzhou,21.95,108.6167,China,3079721.0,0.3830997708127553,1.8957190376509248,[6351],0.0
Jaipur,26.9167,75.8667,India,3073350.0,0.4697850387715577,1.3241237076227819,[3098],1.0
Xinzhou,38.4178,112.7233,China,3067501.0,0.6705171013726775,1.967392728713324,[13494],1.0
Addis Ababa,9.0272,38.7369,Ethiopia,3041002.0,0.1575543622360321,0.6760864470157915,"[1107, 1108]",1.0
Giza,29.987,31.2118,Egypt,3021542.0,0.5233718827955396,0.5447486754739661,[11810],0.0
Meishan,30.0575,103.8381,China,3020000.0,0.5246023399181956,1.8123167340151238,[3395],0.0
Brasília,-15.7744,-48.0773,Brazil,3015268.0,-0.2753152175265935,-0.8391071804690698,[2531],0.0
Mashhad,36.3069,59.6042,Iran,3001184.0,0.6336749461923292,1.0402895380172041,[4331],1.0
Jinzhou,41.1144,121.1292,China,3000000.0,0.7175816499819567,2.114103360306715,[6412],1.0
Tieling,42.2841,123.8365,China,3000000.0,0.7379967662425343,2.161354659145958,[12057],0.0
Shaoguan,24.8011,113.5927,China,2997600.0,0.4328608531163657,1.9825666212301627,[3370],0.0
Shanwei,22.7664,115.3331,China,2990000.0,0.39734863882603705,2.012942331531872,[7458],0.0
Minneapolis,44.9635,-93.2678,United States,2977172.0,0.7847611182204705,-1.627830196091567,[3858],1.0
